timestamp,open,high,low,close,volume
2024-11-01,220.97,225.35001,220.27,222.91,65276700.0
2024-11-04,220.99001,222.78999,219.71001,222.0099945,44944500.0
2024-11-05,221.8,223.95,221.14,223.45,28111300.0
2024-11-06,222.61,226.070007,221.19,222.72,54561100.0
2024-11-07,224.63,227.88,224.57001,227.48,42137700.0
2024-11-08,227.17,228.66,226.41,226.96001,38328800.0
2024-11-11,225.0,225.7,221.5,224.23,42005600.0
2024-11-12,224.55,225.59,223.36,224.23,40398300.0
2024-11-13,224.0099945,226.64999,222.75999,225.12,48566200.0
2024-11-14,225.020004,228.87,225.0,228.22,44923900.0
2024-11-15,226.39999,226.92,224.27,225.0,47923700.0
2024-11-18,225.25,229.74001,225.17,228.020004,44686000.0
2024-11-19,226.98,230.16,226.66,228.28,36211800.0
2024-11-20,228.059998,229.92999,225.89,229.0,35169600.0
2024-11-21,228.88,230.16,225.71001,228.52,42108300.0
2024-11-22,228.059998,230.72,228.059998,229.87,38168300.0
2024-11-25,231.46001,233.25,229.74001,232.87,90152800.0
2024-11-26,233.33,235.57001,233.33,235.059998,45986200.0
2024-11-27,234.47,235.69,233.81,234.92999,33498400.0
2024-11-29,234.81,237.81,233.97,237.33,28481400.0
2024-12-02,237.27,240.78999,237.16,239.59,48137100.0
2024-12-03,239.81,242.75999,238.89999,242.64999,38861000.0
2024-12-04,242.87,244.11,241.25,243.0099945,44383900.0
2024-12-05,243.99001,244.53999,242.13,243.039993,40033900.0
2024-12-06,242.91,244.63,242.080002,242.84,36870600.0
2024-12-09,241.83,247.24001,241.75,246.75,44649200.0
2024-12-10,246.89,248.21001,245.34,247.77,36914800.0
2024-12-11,247.96001,250.8,246.25999,246.49001,45205800.0
2024-12-12,246.89,248.74001,245.67999,247.96001,32777500.0
2024-12-13,247.82001,249.28999,246.24001,248.13,33155300.0
2024-12-16,247.99001,251.38,247.64999,251.039993,51694800.0
2024-12-17,250.080002,253.83,249.78,253.48,51356400.0
2024-12-18,252.16,254.28,247.74001,248.050003,56774100.0
2024-12-19,247.5,252.0,247.089996,249.78999,60882300.0
2024-12-20,248.039993,255.0,245.69,254.49001,147495300.0
2024-12-23,254.77,255.64999,253.45,255.27,40858800.0
2024-12-24,255.49001,258.20999,255.28999,258.20001,23234700.0
2024-12-26,258.19,260.10001,257.63,259.019989,27237100.0
2024-12-27,257.82999,258.70001,253.059998,255.59,42355300.0
2024-12-30,252.23,253.5,250.75,252.2,35557500.0
2024-12-31,252.44,253.28,249.42999,250.42,39480700.0
2025-01-02,248.92999,249.10001,241.82001,243.85001,55740700.0
2025-01-03,243.36,244.17999,241.89,243.36,40244100.0
2025-01-06,244.31,247.33,243.2,245.0,45045600.0
2025-01-07,242.98,245.55,241.35001,242.21001,40856000.0
2025-01-08,241.92,243.71001,240.050003,242.7,37628900.0
2025-01-10,240.0099945,240.16,233.0,236.85001,61710900.0
2025-01-13,233.53,234.67,229.72,234.39999,49630700.0
2025-01-14,234.75,236.12,232.47,233.28,39435300.0
2025-01-15,234.64,238.96001,234.42999,237.87,39832000.0
2025-01-16,237.35001,238.0099945,228.029999,228.25999,71759100.0
2025-01-17,232.12,232.28999,228.48,229.98,68488300.0
2025-01-21,224.0,224.42,219.38,222.64,98070400.0
2025-01-22,219.78999,224.12,219.78999,223.83,64126500.0
2025-01-23,224.74001,227.029999,222.3,223.66,60234800.0
2025-01-24,224.78,225.63,221.41,222.78,54697900.0
2025-01-27,224.020004,232.14999,223.98,229.86,94863400.0
2025-01-28,230.85001,240.19,230.81,238.25999,75707600.0
2025-01-29,234.12,239.86,234.0099945,239.36,45486100.0
2025-01-30,238.67,240.78999,237.21001,237.59,55658300.0
2025-01-31,247.19,247.19,233.44,236.0,101075100.0
2025-02-03,229.99001,231.83,225.7,228.0099945,73063300.0
2025-02-04,227.25,233.13,226.64999,232.8,45067300.0
2025-02-05,228.53,232.67,228.27,232.47,39620300.0
2025-02-06,231.28999,233.8,230.42999,233.22,29925300.0
2025-02-07,232.60001,234.0,227.25999,227.63,39707200.0
2025-02-10,229.57001,230.59,227.2,227.64999,33115600.0
2025-02-11,228.2,235.23,228.13,232.62,53718400.0
2025-02-12,231.2,236.96001,230.67999,236.87,45243300.0
2025-02-13,236.91,242.34,235.57001,241.53,53614100.0
2025-02-14,241.25,245.55,240.99001,244.60001,40896200.0
2025-02-18,244.14999,245.17999,241.84,244.47,48822500.0
2025-02-19,244.66,246.0099945,243.16,244.87,32204200.0
2025-02-20,244.94,246.78,244.28999,245.83,32316900.0
2025-02-21,245.95,248.69,245.22,245.55,53197400.0
2025-02-24,244.92999,248.86,244.42,247.10001,51326400.0
2025-02-25,248.0,250.0,244.91,247.039993,48013300.0
2025-02-26,244.33,244.98,239.13,240.36,44433600.0
2025-02-27,239.41,242.46001,237.059998,237.3,41153600.0
2025-02-28,236.95,242.089996,230.2,241.84,56833400.0
2025-03-03,241.78999,244.029999,236.11,238.029999,47184000.0
2025-03-04,237.71001,240.070007,234.67999,235.92999,53798100.0
2025-03-05,235.42,236.55,229.23,235.74001,47227600.0
2025-03-06,234.44,237.86,233.16,235.33,45170400.0
2025-03-07,235.11,241.37,234.75999,239.070007,46273600.0
2025-03-10,235.53999,236.16,224.22,227.48,72071200.0
2025-03-11,223.81,225.84,217.45,220.84,76137400.0
2025-03-12,220.14,221.75,214.91,216.98,62547500.0
2025-03-13,215.95,216.84,208.42,209.67999,61368300.0
2025-03-14,211.25,213.95,209.58,213.49001,60107600.0
2025-03-17,213.31,215.22,209.97,214.0,48073400.0
2025-03-18,214.16,215.14999,211.49001,212.69,42432400.0
2025-03-19,214.22,218.75999,213.75,215.24001,54385400.0
2025-03-20,213.99001,217.49001,212.22,214.10001,48862900.0
2025-03-21,211.56,218.84,211.28,218.27,94127800.0
2025-03-24,221.0,221.48,218.58,220.73,44299500.0
2025-03-25,220.77,224.10001,220.080002,223.75,34493600.0
2025-03-26,223.50999,225.020004,220.47,221.53,34466100.0
2025-03-27,221.39,224.99001,220.56,223.85001,37094800.0
2025-03-28,221.67,223.81,217.67999,217.89999,39818600.0
2025-03-31,217.0099945,225.62,216.23,222.13,65299300.0
2025-04-01,219.81,223.67999,218.89999,223.19,36412700.0
2025-04-02,221.32001,225.19,221.020004,223.89,35905900.0
2025-04-03,205.53999,207.49001,201.25,203.19,103419000.0
2025-04-04,193.89,199.88,187.34,188.38,125910900.0
2025-04-07,177.2,194.14999,174.62,181.46001,160466300.0
2025-04-08,186.7,190.34,169.21001,172.42,120859500.0
2025-04-09,171.95,200.61,171.89,198.85001,184395900.0
2025-04-10,189.070007,194.78,183.0,190.42,121880000.0
2025-04-11,186.10001,199.53999,186.059998,198.14999,87435900.0
2025-04-14,211.44,212.94,201.16,202.52,101352900.0
2025-04-15,201.86,203.50999,199.8,202.14,51343900.0
2025-04-16,198.36,200.7,192.37,194.27,59732400.0
2025-04-17,197.2,198.83,194.42,196.98,51334300.0
2025-04-21,193.27,193.8,189.81,193.16,46742500.0
2025-04-22,196.12,201.59,195.97,199.74001,52976400.0
2025-04-23,206.0,208.0,202.8,204.60001,52929200.0
2025-04-24,204.89,208.83,202.94,208.37,47311000.0
2025-04-25,206.37,209.75,206.2,209.28,38222300.0
2025-04-28,210.0,211.5,207.46001,210.14,38743100.0
2025-04-29,208.69,212.24001,208.37,211.21001,36827600.0
2025-04-30,209.3,213.58,206.67,212.5,52286500.0
2025-05-01,209.080002,214.56,208.89999,213.32001,57365700.0
2025-05-02,206.089996,206.99001,202.16,205.35001,101010600.0
2025-05-05,203.10001,204.10001,198.21001,198.89,69018500.0
2025-05-06,198.21001,200.64999,197.020004,198.50999,51216500.0
2025-05-07,199.17,199.44,193.25,196.25,68536700.0
2025-05-08,197.72,200.050003,194.67999,197.49001,50478900.0
2025-05-09,199.0,200.53999,197.53999,198.53,36453900.0
2025-05-12,210.97,211.27,206.75,210.78999,63775800.0
2025-05-13,210.42999,213.39999,209.0,212.92999,51909300.0
2025-05-14,212.42999,213.94,210.58,212.33,49325800.0
2025-05-15,210.95,212.96001,209.53999,211.45,45029500.0
2025-05-16,212.36,212.57001,209.77,211.25999,54737900.0
2025-05-19,207.91,209.48,204.25999,208.78,46140500.0
2025-05-20,207.67,208.47,205.029999,206.86,42496600.0
2025-05-21,205.17,207.039993,200.71001,202.089996,59211800.0
2025-05-22,200.71001,202.75,199.7,201.36,46742400.0
2025-05-23,193.67,197.7,193.46001,195.27,78432900.0
2025-05-27,198.3,200.74001,197.42999,200.21001,56288500.0
2025-05-28,200.59,202.73,199.89999,200.42,45339700.0
2025-05-29,203.58,203.81,198.50999,199.95,51396800.0
2025-05-30,199.37,201.96001,196.78,200.85001,70819900.0
2025-06-02,200.28,202.13,200.12,201.7,35423300.0
2025-06-03,201.35001,203.77,200.96001,203.27,46381600.0
2025-06-04,202.91,206.24001,202.10001,202.82001,43604000.0
2025-06-05,203.5,204.75,200.14999,200.63,55126100.0
2025-06-06,203.0,205.7,202.050003,203.92,46607700.0
2025-06-09,204.39,206.0,200.020004,201.45,72862600.0
2025-06-10,200.60001,204.35001,200.57001,202.67,54672600.0
2025-06-11,203.5,204.5,198.41,198.78,60989900.0
2025-06-12,199.080002,199.67999,197.36,199.2,43904600.0
2025-06-13,199.73,200.37,195.7,196.45,51447300.0
2025-06-16,197.3,198.69,196.56,198.42,43020700.0
2025-06-17,197.2,198.39,195.21001,195.64,38856200.0
2025-06-18,195.94,197.57001,195.070007,196.58,45394700.0
2025-06-20,198.24001,201.7,196.86,201.0,96813500.0
2025-06-23,201.63,202.3,198.96001,201.5,55814300.0
2025-06-24,202.59,203.44,200.2,200.3,54064000.0
2025-06-25,201.45,203.67,200.62,201.56,39525700.0
2025-06-26,201.42999,202.64,199.46001,201.0,50799100.0
2025-06-27,201.89,203.22,200.0,201.080002,73188600.0
2025-06-30,202.0099945,207.39,199.25999,205.17,91912800.0
2025-07-01,206.67,210.19,206.14,207.82001,78788900.0
2025-07-02,208.91,213.34,208.14,212.44,67941800.0
2025-07-03,212.14999,214.64999,211.81,213.55,34955800.0
